pat_no,pat_clm_ct,pat_wrd_ct,pat_wrd_min,pat_dep_clm_ct,pat_dep_wrd_ct,pat_dep_wrd_min,pat_wrd_avg,pat_dep_wrd_avg,appl_id
3935890,1,242,242.0,0,0,,242.0,,
3935893,4,632,140.0,0,0,,158.0,,5488563.0
3935897,1,102,102.0,14,397,20.0,102.0,28.35714,
3935900,2,796,389.0,0,0,,398.0,,
3935901,1,213,213.0,2,38,17.0,213.0,19.0,
3935904,2,363,147.0,14,572,18.0,181.5,40.85714,
3935909,1,148,148.0,1,94,94.0,148.0,94.0,
3935911,4,529,89.0,2,55,26.0,132.25,27.5,
3935912,3,831,220.0,7,278,21.0,277.0,39.71429,
3935914,1,106,106.0,3,73,20.0,106.0,24.33333,
3935918,1,173,173.0,8,285,16.0,173.0,35.625,
3935919,3,542,171.0,4,102,19.0,180.6667,25.5,
3935920,2,406,195.0,5,287,21.0,203.0,57.4,
3935924,2,97,38.0,12,284,13.0,48.5,23.66667,
3935928,3,721,224.0,0,0,,240.3333,,
3935929,1,264,264.0,3,152,27.0,264.0,50.66667,
3935935,2,562,279.0,10,499,27.0,281.0,49.9,
3935938,4,1151,197.0,13,1575,38.0,287.75,121.1538,
3935939,2,665,319.0,5,182,20.0,332.5,36.4,
3935943,2,632,274.0,6,188,13.0,316.0,31.33333,
3935944,1,148,148.0,6,140,19.0,148.0,23.33333,
3935946,1,228,228.0,2,128,46.0,228.0,64.0,
3935947,7,1495,167.0,7,421,26.0,213.5714,60.14286,
3935955,5,1060,150.0,10,454,20.0,212.0,45.4,5549623.0
3935956,2,401,176.0,11,559,23.0,200.5,50.81818,
3935957,1,70,70.0,6,358,29.0,70.0,59.66667,
3935958,1,212,212.0,5,133,19.0,212.0,26.6,
3935959,6,1341,154.0,9,326,20.0,223.5,36.22222,5546167.0
3935960,1,95,95.0,2,40,17.0,95.0,20.0,
3935961,4,686,146.0,11,363,18.0,171.5,33.0,
3935962,2,153,75.0,13,380,14.0,76.5,29.23077,5525390.0
3935963,1,218,218.0,8,316,24.0,218.0,39.5,
3935964,1,145,145.0,6,221,21.0,145.0,36.83333,
3935966,1,153,153.0,7,308,19.0,153.0,44.0,
3935968,1,245,245.0,1,32,32.0,245.0,32.0,
3935969,1,103,103.0,3,58,18.0,103.0,19.33333,
3935970,5,2169,327.0,10,418,30.0,433.8,41.8,5439056.0
3935973,2,301,124.0,5,237,40.0,150.5,47.4,
3935974,4,927,189.0,3,85,18.0,231.75,28.33333,
3935975,2,203,90.0,8,206,15.0,101.5,25.75,
3935976,2,366,147.0,5,290,36.0,183.0,58.0,
3935977,5,1120,174.0,6,264,21.0,224.0,44.0,
3935981,1,227,227.0,5,263,37.0,227.0,52.6,5476559.0
3935983,2,144,45.0,12,565,27.0,72.0,47.08333,
3935984,1,196,196.0,4,274,58.0,196.0,68.5,5504131.0
3935985,1,146,146.0,15,566,20.0,146.0,37.73333,
3935990,1,328,328.0,2,52,21.0,328.0,26.0,
3935991,1,275,275.0,2,61,30.0,275.0,30.5,
3935992,1,197,197.0,4,283,19.0,197.0,70.75,
3935993,2,299,118.0,8,173,13.0,149.5,21.625,
3935996,5,1551,251.0,2,129,46.0,310.2,64.5,
3935999,3,478,145.0,4,139,21.0,159.3333,34.75,
3936000,2,270,104.0,4,88,18.0,135.0,22.0,
3936008,4,761,167.0,11,717,29.0,190.25,65.18182,
3936010,1,208,208.0,3,156,28.0,208.0,52.0,
3936011,3,636,211.0,8,341,18.0,212.0,42.625,5450721.0
3936012,5,985,167.0,9,452,21.0,197.0,50.22222,
3936016,4,544,104.0,2,55,26.0,136.0,27.5,
3936022,5,1252,181.0,2,145,70.0,250.4,72.5,
3936023,1,172,172.0,10,600,24.0,172.0,60.0,
3936025,1,242,242.0,5,399,41.0,242.0,79.8,5473079.0
3936030,3,929,304.0,1,30,30.0,309.6667,30.0,
3936031,1,310,310.0,5,172,23.0,310.0,34.4,
3936032,1,202,202.0,13,425,19.0,202.0,32.69231,
3936034,3,480,109.0,12,1051,23.0,160.0,87.58334,
3936037,2,867,428.0,0,0,,433.5,,
3936040,1,110,110.0,10,348,15.0,110.0,34.8,
3936041,1,268,268.0,1,28,28.0,268.0,28.0,
3936043,8,2949,235.0,10,887,33.0,368.625,88.7,
3936047,2,145,68.0,4,77,17.0,72.5,19.25,
3936048,1,170,170.0,4,87,15.0,170.0,21.75,
3936049,2,424,201.0,6,168,17.0,212.0,28.0,
3936050,2,522,248.0,5,149,19.0,261.0,29.8,
3936051,1,218,218.0,0,0,,218.0,,
3936052,3,894,125.0,18,828,26.0,298.0,46.0,5524737.0
3936053,2,261,96.0,12,471,20.0,130.5,39.25,
3936061,2,250,121.0,1,21,21.0,125.0,21.0,
3936066,1,153,153.0,5,224,39.0,153.0,44.8,
3936070,3,698,185.0,9,356,22.0,232.6667,39.55556,
3936075,1,128,128.0,0,0,,128.0,,
3936077,4,496,99.0,6,148,19.0,124.0,24.66667,
3936078,3,425,121.0,0,0,,141.6667,,
3936082,9,3250,268.0,29,1223,16.0,361.1111,42.17241,
3936086,3,643,168.0,13,650,20.0,214.3333,50.0,
3936089,1,171,171.0,4,327,53.0,171.0,81.75,
3936102,1,85,85.0,5,146,18.0,85.0,29.2,
3936103,1,269,269.0,3,79,18.0,269.0,26.33333,
3936109,1,198,198.0,4,220,47.0,198.0,55.0,
3936110,1,260,260.0,3,104,34.0,260.0,34.66667,
3936112,1,232,232.0,2,104,44.0,232.0,52.0,
3936113,2,190,85.0,10,399,22.0,95.0,39.9,
3936117,1,174,174.0,5,161,28.0,174.0,32.2,
3936118,5,1015,175.0,27,1376,14.0,203.0,50.96296,
3936119,3,738,219.0,3,100,20.0,246.0,33.33333,5433630.0
3936121,2,254,117.0,2,74,18.0,127.0,37.0,
3936123,2,471,193.0,3,121,21.0,235.5,40.33333,
3936126,2,774,373.0,12,508,16.0,387.0,42.33333,
3936127,2,230,103.0,4,136,19.0,115.0,34.0,
3936133,2,645,241.0,2,93,41.0,322.5,46.5,
3936134,1,114,114.0,1,37,37.0,114.0,37.0,
3936135,3,488,105.0,6,128,14.0,162.6667,21.33333,
3936146,7,1805,168.0,12,560,14.0,257.8571,46.66667,
3936151,2,332,162.0,5,103,15.0,166.0,20.6,
3936156,1,101,101.0,4,172,31.0,101.0,43.0,
3936158,1,482,482.0,0,0,,482.0,,
3936159,3,676,160.0,17,432,16.0,225.3333,25.41176,
3936164,3,430,94.0,24,839,15.0,143.3333,34.95833,
3936169,1,240,240.0,4,159,17.0,240.0,39.75,
3936172,2,367,140.0,5,305,17.0,183.5,61.0,5456089.0
3936174,1,179,179.0,6,178,18.0,179.0,29.66667,
3936175,1,171,171.0,13,319,14.0,171.0,24.53846,
3936177,8,1150,99.0,14,721,26.0,143.75,51.5,5487740.0
3936178,12,4255,254.0,25,1061,20.0,354.5833,42.44,
3936183,2,512,253.0,2,45,16.0,256.0,22.5,
3936185,3,591,138.0,6,209,18.0,197.0,34.83333,
3936186,5,715,121.0,8,295,19.0,143.0,36.875,
3936188,5,728,95.0,7,275,16.0,145.6,39.28571,
3936189,1,224,224.0,1,94,94.0,224.0,94.0,
3936192,6,1270,166.0,22,1439,12.0,211.6667,65.40909,
3936193,4,804,164.0,8,327,18.0,201.0,40.875,5442254.0
3936196,2,284,138.0,0,0,,142.0,,5516183.0
3936198,1,101,101.0,2,66,28.0,101.0,33.0,
3936199,1,124,124.0,11,386,16.0,124.0,35.09091,
3936201,1,266,266.0,2,60,26.0,266.0,30.0,
3936202,1,199,199.0,3,76,19.0,199.0,25.33333,
3936204,2,606,288.0,10,457,19.0,303.0,45.7,
3936214,1,258,258.0,2,56,17.0,258.0,28.0,
3936215,8,649,24.0,0,0,,81.125,,
3936216,1,134,134.0,5,271,33.0,134.0,54.2,
3936218,2,357,170.0,2,40,20.0,178.5,20.0,
3936219,3,540,148.0,13,793,22.0,180.0,61.0,
3936220,6,743,94.0,13,583,15.0,123.8333,44.84615,
3936221,1,341,341.0,1,15,15.0,341.0,15.0,5506017.0
3936233,1,232,232.0,5,156,20.0,232.0,31.2,
3936235,1,118,118.0,2,100,37.0,118.0,50.0,
3936236,1,267,267.0,1,38,38.0,267.0,38.0,5472112.0
3936239,3,990,303.0,8,774,67.0,330.0,96.75,5492084.0
3936240,3,651,204.0,9,616,16.0,217.0,68.44444,
3936241,1,199,199.0,7,235,27.0,199.0,33.57143,
3936243,1,356,356.0,2,103,20.0,356.0,51.5,
3936253,1,303,303.0,3,102,30.0,303.0,34.0,
3936254,1,189,189.0,3,125,22.0,189.0,41.66667,5506164.0
3936255,3,394,120.0,15,624,21.0,131.3333,41.6,
3936257,1,203,203.0,2,204,97.0,203.0,102.0,5155469.0
3936262,1,336,336.0,10,630,28.0,336.0,63.0,
3936264,3,631,204.0,10,263,15.0,210.3333,26.3,
3936269,2,170,80.0,11,303,13.0,85.0,27.54545,
3936270,1,94,94.0,9,267,18.0,94.0,29.66667,
3936271,1,136,136.0,5,180,24.0,136.0,36.0,
3936272,2,190,84.0,12,307,12.0,95.0,25.58333,
3936274,2,544,259.0,17,488,11.0,272.0,28.70588,
3936280,2,339,140.0,5,195,25.0,169.5,39.0,
3936282,1,227,227.0,5,260,17.0,227.0,52.0,
3936286,2,315,115.0,0,0,,157.5,,
3936288,2,905,449.0,15,723,17.0,452.5,48.2,
3936291,5,1239,119.0,13,728,18.0,247.8,56.0,
3936296,2,349,168.0,9,442,12.0,174.5,49.11111,
3936299,2,213,95.0,4,142,18.0,106.5,35.5,
3936300,3,360,62.0,9,274,16.0,120.0,30.44444,
3936307,2,330,158.0,7,223,19.0,165.0,31.85714,
3936311,1,93,93.0,4,143,18.0,93.0,35.75,
3936315,1,111,111.0,7,98,12.0,111.0,14.0,
3936317,3,818,229.0,6,221,21.0,272.6667,36.83333,
3936318,1,162,162.0,7,263,21.0,162.0,37.57143,
3936320,2,256,93.0,5,140,13.0,128.0,28.0,
3936330,4,390,59.0,13,361,12.0,97.5,27.76923,
3936341,2,117,48.0,13,336,13.0,58.5,25.84615,
3936344,1,154,154.0,13,452,14.0,154.0,34.76923,
3936345,1,207,207.0,6,246,36.0,207.0,41.0,5489390.0
3936346,1,104,104.0,6,131,14.0,104.0,21.83333,
3936350,1,133,133.0,3,209,55.0,133.0,69.66666,
3936354,3,199,24.0,0,0,,66.33334,,5465074.0
3936355,1,49,49.0,3,100,9.0,49.0,33.33333,
3936357,1,135,135.0,7,137,11.0,135.0,19.57143,5498059.0
3936359,2,135,67.0,12,315,17.0,67.5,26.25,
3936363,4,734,151.0,10,291,18.0,183.5,29.1,
3936365,1,160,160.0,9,263,12.0,160.0,29.22222,
3936366,2,135,67.0,26,678,12.0,67.5,26.07692,
3936372,1,148,148.0,12,360,22.0,148.0,30.0,
3936373,3,383,100.0,2,57,25.0,127.6667,28.5,
3936375,1,118,118.0,9,220,13.0,118.0,24.44444,
3936385,1,156,156.0,20,681,15.0,156.0,34.05,5387075.0
3936391,1,94,94.0,8,132,12.0,94.0,16.5,
3936406,1,114,114.0,5,120,16.0,114.0,24.0,
3936417,1,407,407.0,7,634,26.0,407.0,90.57143,
3936422,1,235,235.0,15,317,12.0,235.0,21.13333,
3936423,1,142,142.0,7,308,18.0,142.0,44.0,
3936434,2,544,263.0,0,0,,272.0,,
3936447,1,201,201.0,27,877,14.0,201.0,32.48148,
3936460,1,24,24.0,2,22,11.0,24.0,11.0,
3936461,4,324,35.0,0,0,,81.0,,
3936473,1,282,282.0,11,235,15.0,282.0,21.36364,
3936484,2,355,84.0,10,440,14.0,177.5,44.0,
3936486,2,380,183.0,28,632,12.0,190.0,22.57143,
3936489,1,74,74.0,7,182,14.0,74.0,26.0,
3936506,2,468,234.0,12,188,12.0,234.0,15.66667,
3936507,1,227,227.0,6,203,16.0,227.0,33.83333,
3936512,1,143,143.0,16,463,13.0,143.0,28.9375,
3936515,2,467,153.0,6,233,20.0,233.5,38.83333,
3936517,2,284,104.0,8,198,11.0,142.0,24.75,
3936520,1,292,292.0,2,125,44.0,292.0,62.5,
3936529,1,74,74.0,6,176,18.0,74.0,29.33333,
3936531,4,673,145.0,23,495,14.0,168.25,21.52174,
3936534,1,84,84.0,12,557,19.0,84.0,46.41667,
3936536,2,118,57.0,0,0,,59.0,,
3936538,2,126,34.0,14,406,13.0,63.0,29.0,
3936539,1,51,51.0,7,122,13.0,51.0,17.42857,5304220.0
3936541,4,852,188.0,4,197,27.0,213.0,49.25,5427708.0
3936545,4,619,130.0,12,516,31.0,154.75,43.0,
3936549,2,461,218.0,10,483,24.0,230.5,48.3,
3936551,3,203,61.0,6,146,18.0,67.66666,24.33333,
3936557,7,1626,95.0,26,727,10.0,232.2857,27.96154,5349487.0
3936560,2,200,89.0,13,440,22.0,100.0,33.84615,
3936568,2,163,74.0,5,128,19.0,81.5,25.6,
3936570,3,406,131.0,1,23,23.0,135.3333,23.0,
3936571,1,113,113.0,8,243,16.0,113.0,30.375,
3936575,1,196,196.0,27,1843,16.0,196.0,68.25926,5443621.0
3936579,1,81,81.0,1,31,31.0,81.0,31.0,
3936581,1,224,224.0,16,414,11.0,224.0,25.875,
3936587,7,925,54.0,12,464,20.0,132.1429,38.66667,5484453.0
3936594,5,993,135.0,0,0,,198.6,,5494819.0
3936595,1,323,323.0,23,3588,55.0,323.0,156.0,
3936596,1,246,246.0,5,183,24.0,246.0,36.6,
3936602,4,1220,201.0,0,0,,305.0,,
3936606,9,1419,101.0,30,2335,19.0,157.6667,77.83334,
3936608,1,116,116.0,6,432,41.0,116.0,72.0,
3936611,1,401,401.0,9,1303,64.0,401.0,144.7778,
3936613,1,116,116.0,5,291,35.0,116.0,58.2,
3936614,2,680,296.0,16,667,25.0,340.0,41.6875,
3936616,3,370,71.0,4,145,18.0,123.3333,36.25,
3936617,2,292,88.0,6,303,32.0,146.0,50.5,5496450.0
3936623,1,168,168.0,8,295,20.0,168.0,36.875,
3936625,1,417,417.0,4,212,43.0,417.0,53.0,
3936627,4,853,146.0,12,650,17.0,213.25,54.16667,
3936631,1,271,271.0,10,596,18.0,271.0,59.6,5522518.0
3936633,1,49,49.0,4,173,29.0,49.0,43.25,
3936643,1,73,73.0,0,0,,73.0,,
3936655,4,458,99.0,7,295,28.0,114.5,42.14286,
3936668,1,340,340.0,5,121,17.0,340.0,24.2,
3936669,1,139,139.0,7,234,20.0,139.0,33.42857,
3936670,1,162,162.0,3,124,26.0,162.0,41.33333,
3936673,1,184,184.0,9,343,20.0,184.0,38.11111,5552306.0
3936677,2,244,110.0,15,743,16.0,122.0,49.53333,
3936678,1,187,187.0,7,362,21.0,187.0,51.71429,
3936680,1,213,213.0,8,695,32.0,213.0,86.875,
3936681,1,136,136.0,8,229,15.0,136.0,28.625,
3936682,2,315,157.0,10,916,33.0,157.5,91.6,
3936683,2,225,96.0,6,156,17.0,112.5,26.0,
3936684,1,246,246.0,0,0,,246.0,,
3936689,2,123,53.0,3,80,23.0,61.5,26.66667,
3936690,1,48,48.0,33,1200,14.0,48.0,36.36364,
3936692,1,190,190.0,6,168,22.0,190.0,28.0,5494754.0
3936694,5,870,104.0,7,225,21.0,174.0,32.14286,
3936712,5,753,125.0,33,1421,17.0,150.6,43.06061,
3936713,2,497,193.0,3,74,20.0,248.5,24.66667,
3936716,2,553,211.0,8,606,25.0,276.5,75.75,
3936717,1,205,205.0,15,530,18.0,205.0,35.33333,
3936718,1,179,179.0,3,395,13.0,179.0,131.6667,
3936723,1,122,122.0,0,0,,122.0,,
3936728,3,472,132.0,12,610,25.0,157.3333,50.83333,
3936731,11,2146,118.0,12,1314,92.0,195.0909,109.5,
3936734,1,215,215.0,2,345,141.0,215.0,172.5,
3936735,11,1085,53.0,8,273,22.0,98.63636,34.125,
3936736,1,194,194.0,8,203,14.0,194.0,25.375,
3936738,1,134,134.0,8,485,26.0,134.0,60.625,
3936744,1,118,118.0,9,387,16.0,118.0,43.0,
3936746,2,439,212.0,2,72,27.0,219.5,36.0,
3936748,5,2159,366.0,5,818,112.0,431.8,163.6,
3936750,5,1141,120.0,15,727,24.0,228.2,48.46667,
3936754,1,174,174.0,3,76,15.0,174.0,25.33333,
3936761,2,164,62.0,8,192,17.0,82.0,24.0,
3936766,3,312,48.0,10,444,22.0,104.0,44.4,
3936774,2,213,91.0,4,125,26.0,106.5,31.25,
3936775,1,131,131.0,7,341,40.0,131.0,48.71429,5510167.0
3936779,2,401,171.0,5,218,27.0,200.5,43.6,
3936780,1,186,186.0,7,299,29.0,186.0,42.71429,
3936781,1,292,292.0,9,286,17.0,292.0,31.77778,
3936785,6,645,70.0,12,443,25.0,107.5,36.91667,
3936787,1,145,145.0,7,325,17.0,145.0,46.42857,
3936788,2,334,167.0,2,121,60.0,167.0,60.5,
3936789,1,75,75.0,3,57,12.0,75.0,19.0,
3936794,1,211,211.0,11,417,19.0,211.0,37.90909,
3936795,1,169,169.0,5,213,32.0,169.0,42.6,
3936809,3,266,57.0,42,2106,22.0,88.66666,50.14286,
3936811,3,776,244.0,7,721,31.0,258.6667,103.0,
3936816,5,962,104.0,5,231,29.0,192.4,46.2,5411414.0
3936817,2,515,245.0,6,354,17.0,257.5,59.0,
3936818,2,274,112.0,9,610,43.0,137.0,67.77778,
3936822,2,245,111.0,11,459,24.0,122.5,41.72727,
3936825,1,124,124.0,4,204,33.0,124.0,51.0,
3936828,4,348,78.0,69,2613,13.0,87.0,37.86956,5417384.0
3936830,1,188,188.0,5,217,13.0,188.0,43.4,
3936831,1,189,189.0,5,231,16.0,189.0,46.2,
3936832,1,227,227.0,10,355,21.0,227.0,35.5,
3936833,1,601,601.0,9,517,40.0,601.0,57.44444,
3936834,1,82,82.0,4,148,29.0,82.0,37.0,
3936835,2,302,123.0,19,456,17.0,151.0,24.0,
3936836,3,395,104.0,2,51,22.0,131.6667,25.5,
3936837,1,194,194.0,4,79,14.0,194.0,19.75,
3936846,1,123,123.0,6,237,20.0,123.0,39.5,
3936851,2,345,163.0,8,444,27.0,172.5,55.5,
3936858,1,383,383.0,5,94,15.0,383.0,18.8,5498674.0
3936865,1,167,167.0,8,241,21.0,167.0,30.125,
3936867,3,544,166.0,11,352,17.0,181.3333,32.0,
3936871,1,279,279.0,5,247,40.0,279.0,49.4,
3936873,2,430,178.0,6,188,16.0,215.0,31.33333,
3936875,5,768,56.0,10,403,26.0,153.6,40.3,
3936877,2,618,251.0,0,0,,309.0,,
3936880,5,913,119.0,40,1773,12.0,182.6,44.325,
3936881,1,194,194.0,6,467,14.0,194.0,77.83334,
3936882,1,138,138.0,4,152,32.0,138.0,38.0,
3936883,6,623,75.0,26,1674,25.0,103.8333,64.38461,
3936884,2,413,202.0,6,275,32.0,206.5,45.83333,
3936890,2,351,157.0,3,195,60.0,175.5,65.0,
3936891,1,167,167.0,4,138,28.0,167.0,34.5,
3936894,1,155,155.0,3,195,36.0,155.0,65.0,
3936896,1,154,154.0,0,0,,154.0,,
3936898,1,117,117.0,2,168,82.0,117.0,84.0,
3936899,7,1004,74.0,17,600,17.0,143.4286,35.29412,5448817.0
3936900,1,158,158.0,8,230,17.0,158.0,28.75,
3936901,1,206,206.0,8,389,34.0,206.0,48.625,
3936902,1,180,180.0,2,162,63.0,180.0,81.0,
3936903,2,448,208.0,11,650,19.0,224.0,59.09091,
3936904,2,511,253.0,9,297,18.0,255.5,33.0,
3936905,4,499,89.0,9,358,23.0,124.75,39.77778,
3936911,1,165,165.0,1,18,18.0,165.0,18.0,
3936912,1,134,134.0,4,81,16.0,134.0,20.25,
3936914,1,206,206.0,5,144,20.0,206.0,28.8,
3936919,2,565,275.0,3,225,42.0,282.5,75.0,
3936920,3,1330,308.0,40,1255,12.0,443.3333,31.375,
3936921,1,115,115.0,4,125,17.0,115.0,31.25,
3936922,1,102,102.0,8,204,14.0,102.0,25.5,
3936923,2,445,211.0,17,893,29.0,222.5,52.52941,
3936924,1,93,93.0,13,320,14.0,93.0,24.61539,
3936933,7,1391,118.0,4,311,27.0,198.7143,77.75,5564523.0
3936937,2,384,184.0,6,258,26.0,192.0,43.0,
3936939,2,410,183.0,11,650,14.0,205.0,59.09091,
3936941,3,812,210.0,2,87,43.0,270.6667,43.5,
3936947,5,792,111.0,23,619,13.0,158.4,26.91304,
3936949,1,256,256.0,3,156,36.0,256.0,52.0,
3936952,1,120,120.0,9,242,18.0,120.0,26.88889,
3936955,3,356,117.0,37,1814,18.0,118.6667,49.02703,
3936956,3,406,95.0,16,472,19.0,135.3333,29.5,5499493.0
3936958,1,154,154.0,6,739,23.0,154.0,123.1667,
3936959,1,196,196.0,6,301,20.0,196.0,50.16667,5549203.0
3936961,1,157,157.0,2,107,24.0,157.0,53.5,
3936963,2,703,333.0,5,190,20.0,351.5,38.0,
3936967,1,312,312.0,1,28,28.0,312.0,28.0,
3936968,2,329,162.0,1,23,23.0,164.5,23.0,
3936969,3,434,83.0,14,507,17.0,144.6667,36.21429,
3936972,1,260,260.0,10,371,21.0,260.0,37.1,
3936976,2,250,119.0,8,345,12.0,125.0,43.125,
3936987,1,446,446.0,2,38,14.0,446.0,19.0,
3936989,2,644,136.0,12,815,32.0,322.0,67.91666,
3936990,1,103,103.0,5,319,39.0,103.0,63.8,
3936991,2,247,118.0,1,52,52.0,123.5,52.0,
3936994,5,1132,185.0,10,522,32.0,226.4,52.2,
3937000,1,108,108.0,4,204,40.0,108.0,51.0,
3937001,1,125,125.0,9,412,17.0,125.0,45.77778,
3937002,2,441,169.0,9,423,21.0,220.5,47.0,
3937012,3,534,125.0,3,108,31.0,178.0,36.0,
3937016,1,296,296.0,4,250,27.0,296.0,62.5,
3937017,3,591,168.0,21,1068,21.0,197.0,50.85714,
3937022,1,279,279.0,23,1273,16.0,279.0,55.34783,
3937025,6,1055,107.0,19,614,15.0,175.8333,32.31579,
3937028,1,171,171.0,20,674,22.0,171.0,33.7,
3937031,4,552,105.0,8,487,33.0,138.0,60.875,
3937032,6,2046,230.0,2,208,56.0,341.0,104.0,
3937035,1,281,281.0,6,288,29.0,281.0,48.0,
3937038,1,210,210.0,10,276,15.0,210.0,27.6,
3937039,6,711,59.0,1,32,32.0,118.5,32.0,
3937046,2,889,392.0,7,303,32.0,444.5,43.28571,
3937047,2,646,272.0,6,158,18.0,323.0,26.33333,
3937049,1,157,157.0,7,317,20.0,157.0,45.28571,
3937052,1,147,147.0,10,333,17.0,147.0,33.3,
3937056,1,251,251.0,1,37,37.0,251.0,37.0,5561864.0
3937058,2,243,110.0,21,686,16.0,121.5,32.66667,
3937059,1,195,195.0,5,126,17.0,195.0,25.2,
3937060,5,1062,109.0,9,308,15.0,212.4,34.22222,
3937063,2,188,62.0,7,345,23.0,94.0,49.28571,
3937070,4,794,152.0,9,342,13.0,198.5,38.0,
3937071,1,266,266.0,5,187,17.0,266.0,37.4,
3937074,1,156,156.0,6,622,46.0,156.0,103.6667,
3937076,2,542,236.0,21,1486,23.0,271.0,70.7619,
3937077,3,520,129.0,0,0,,173.3333,,
3937078,1,301,301.0,3,187,34.0,301.0,62.33333,
3937080,1,189,189.0,15,358,16.0,189.0,23.86667,
3937081,2,239,110.0,14,443,17.0,119.5,31.64286,
3937082,3,821,243.0,10,589,32.0,273.6667,58.9,
3937083,2,504,235.0,14,655,25.0,252.0,46.78571,5541478.0
3937084,1,290,290.0,5,147,19.0,290.0,29.4,
3937085,2,437,211.0,10,546,21.0,218.5,54.6,
3937087,1,135,135.0,4,101,17.0,135.0,25.25,
3937088,1,135,135.0,8,433,35.0,135.0,54.125,
3937091,1,138,138.0,0,0,,138.0,,
3937093,2,496,194.0,10,611,42.0,248.0,61.1,
3937094,1,86,86.0,7,246,17.0,86.0,35.14286,5429812.0
3937100,2,281,123.0,4,101,15.0,140.5,25.25,
3937101,1,82,82.0,6,231,18.0,82.0,38.5,
3937105,1,120,120.0,4,304,36.0,120.0,76.0,
3937107,2,1006,485.0,2,138,69.0,503.0,69.0,
3937110,1,110,110.0,2,122,43.0,110.0,61.0,
3937113,3,977,266.0,38,3005,22.0,325.6667,79.07895,
3937118,1,131,131.0,6,320,35.0,131.0,53.33333,
3937121,3,359,90.0,6,202,16.0,119.6667,33.66667,
3937125,1,500,500.0,6,198,18.0,500.0,33.0,
3937126,2,1008,403.0,5,340,45.0,504.0,68.0,
3937127,3,793,164.0,7,609,29.0,264.3333,87.0,
3937129,4,1686,382.0,39,3700,17.0,421.5,94.8718,
3937131,3,843,221.0,29,1407,17.0,281.0,48.51724,
3937135,1,132,132.0,10,431,24.0,132.0,43.1,5469602.0
3937136,3,740,232.0,18,941,23.0,246.6667,52.27778,
3937139,1,192,192.0,4,123,21.0,192.0,30.75,
3937145,2,129,1.0,0,0,,64.5,,
3937146,2,203,100.0,7,324,24.0,101.5,46.28571,
3937148,5,913,122.0,10,214,16.0,182.6,21.4,
3937149,3,462,90.0,10,439,14.0,154.0,43.9,
3937150,3,283,68.0,8,235,19.0,94.33334,29.375,
3937157,14,1593,65.0,11,342,15.0,113.7857,31.09091,5474264.0
3937159,7,775,86.0,13,357,14.0,110.7143,27.46154,
3937160,4,242,56.0,20,995,19.0,60.5,49.75,
3937161,1,132,132.0,32,1041,18.0,132.0,32.53125,
3937163,2,219,73.0,11,440,20.0,109.5,40.0,
3937165,2,420,174.0,6,249,21.0,210.0,41.5,
3937168,3,503,55.0,5,265,36.0,167.6667,53.0,
3937170,2,539,266.0,28,1116,14.0,269.5,39.85714,5518354.0
3937177,8,1656,131.0,5,202,24.0,207.0,40.4,5449057.0
3937179,3,549,176.0,14,514,18.0,183.0,36.71429,5454566.0
3937181,1,308,308.0,0,0,,308.0,,
3937190,2,331,157.0,1,54,54.0,165.5,54.0,
3937191,1,219,219.0,0,0,,219.0,,
3937198,1,158,158.0,9,606,23.0,158.0,67.33334,
3937199,1,240,240.0,5,468,52.0,240.0,93.6,
3937200,1,169,169.0,11,1095,20.0,169.0,99.54546,
3937206,1,167,167.0,4,194,44.0,167.0,48.5,5539709.0
3937211,1,178,178.0,7,199,16.0,178.0,28.42857,5408568.0
3937213,10,1095,56.0,15,651,24.0,109.5,43.4,
3937214,2,364,177.0,0,0,,182.0,,
3937215,3,1146,238.0,8,212,22.0,382.0,26.5,
3937223,4,620,95.0,4,59,14.0,155.0,14.75,5462559.0
3937227,1,312,312.0,15,760,28.0,312.0,50.66667,
3937229,6,765,48.0,4,175,17.0,127.5,43.75,
3937231,1,259,259.0,2,77,26.0,259.0,38.5,
3937235,3,478,121.0,5,150,20.0,159.3333,30.0,
3937236,1,70,70.0,13,385,13.0,70.0,29.61539,
3937237,3,403,125.0,6,220,26.0,134.3333,36.66667,5546211.0
3937239,1,187,187.0,9,441,15.0,187.0,49.0,
3937240,2,813,398.0,4,135,19.0,406.5,33.75,
3937242,1,478,478.0,11,415,17.0,478.0,37.72727,
3937246,1,373,373.0,11,545,17.0,373.0,49.54546,
3937252,1,204,204.0,2,44,20.0,204.0,22.0,
3937253,3,946,253.0,9,505,21.0,315.3333,56.11111,
3937254,2,259,126.0,13,362,19.0,129.5,27.84615,
3937258,1,206,206.0,4,92,17.0,206.0,23.0,
3937259,2,212,106.0,12,520,23.0,106.0,43.33333,
3937261,4,492,100.0,12,393,14.0,123.0,32.75,
3937262,2,218,101.0,5,111,15.0,109.0,22.2,
3937263,1,174,174.0,0,0,,174.0,,
3937264,1,240,240.0,3,240,37.0,240.0,80.0,5231647.0
3937267,1,87,87.0,0,0,,87.0,,
3937271,1,137,137.0,8,263,13.0,137.0,32.875,
3937284,1,85,85.0,5,122,14.0,85.0,24.4,
3937288,1,159,159.0,1,47,47.0,159.0,47.0,
3937293,1,305,305.0,3,63,19.0,305.0,21.0,
3937294,3,491,138.0,14,526,20.0,163.6667,37.57143,
3937296,6,1063,114.0,16,931,17.0,177.1667,58.1875,
