own_addr_1,own_addr_2,own_addr_city,own_composed_of,own_addr_country_cd,own_altn_name,own_entity_desc,own_seq,own_entity_cd,own_nalty_country_cd,own_nalty_other_cd,own_nalty_state_cd,own_addr_other_cd,own_name,own_type_cd,own_addr_postal,own_addr_state_cd,own_id,serial_no
,440 SANTA ROSA AVE.,SEBASTOPOL,,,,,1,3,,,CA,,SEBASTOPOL COOPERATIVE CANNERY,30,,CA,100402,71650280
,529 41ST ST.,ROCK ISLAND,,,,,1,3,,,IL,,PREPACKAGE SALES CORP.,30,,IL,100805,71651467
,999 S. BROADWAY,DENVER,,,,,1,3,,,CO,,"GATES RUBBER COMPANY, THE",30,,CO,101337,71653133
371 EAST 16TH STREET,,CHICAGO HEIGHTS,,,,,1,3,,,IL,,"PLANT MARVEL LABORATORIES, INC.",40,60411,IL,102091,71655276
,622 W. 119TH ST.,CHICAGO,,,,,1,1,US,,,,"SLATER, JOSEPH D.",30,,IL,102092,71655276
PETUELRING 130,,D-80788 MUENCHEN,,DE,,,1,3,DE,,,,BAYERISCHE MOTOREN WERKE AKTIENGESELLSCHAFT,30,,,104346,71662350
PETUELRING 130,,D-80788 MUENCHEN,,DE,,,1,3,DE,,,,BAYERISCHE MOTOREN WERKE AKTIENGESELLSCHAFT,30,,,104347,71662351
,,ATLANTA GA,,,,,1,98,,,,,"PROCESSED APPLES INSTITUTE, INC.",40,,,104784,71663598
,30 E. 40TH ST.,NEW YORK,,,,,1,3,,,NY,,"PROCESSED APPLES INSTITUTE, INC.",30,,NY,104785,71663598
9377 W. HIGGINS RD,,ROSEMONT,,,,,1,16,,,DE,,APPLETON GRP LLC,44,60018,IL,105102,71664579
1369 MAIN ST EAST,,RAINSVILLE,,,,,1,3,,,DE,,EGS ELECTRICAL GROUP LLC,43,35986,AL,105103,71664579
9377 W. HIGGINS ROAD,,ROSEMOUNT,,,,,1,16,,,DE,,APPLETON ELECTRIC LLC,42,60018,IL,105104,71664579
9377 W. Higgins Road,,Rosemount,,,,,1,3,,,DE,,APPLETON ELECTRIC COMPANY,41,60018,IL,105105,71664579
,9377 W. HIGGINS RD,ROSEMONT,,,,,1,3,,,IL,,APPLETON ELECTRIC COMPANY,30,60018,IL,105106,71664579
,195 LAKE ST.,NEW BRITAIN,,,,,1,3,,,CT,,"STANLEY WORKS, THE",30,,CT,106355,71668283
"227 W. MONROE STREET, SUITE 3900",,CHICAGO,,,,,1,3,,,DE,,VPC FULLER BRUSH OPERATING CORP.,31,60606,IL,108978,71675947
,,WESTFIELD,,,,,1,3,,,MA,,"STANLEY HOME PRODUCTS, INC.",30,,MA,108979,71675947
,1 W. 57TH ST.,NEW YORK,,,,,1,3,,,NY,,"CHANEL, INC.",30,,NY,109394,71677201
"9 WEST 57TH STREET, 44th FLOOR",,NEW YORK,,,,,1,3,,,NY,,"CHANEL, INC.",41,10019,NY,109395,71677202
,1 W. 57TH ST.,NEW YORK,,,,,1,3,,,NY,,"CHANEL, INC.",30,,NY,109396,71677202
9 WEST 57TH STREET,,NEW YORK,,,,,1,3,,,NY,,"CHANEL, INC.",41,10019,NY,109770,71678436
,1 W. 57TH ST.,NEW YORK,,,,,1,3,,,NY,,"CHANEL, INC.",30,,NY,109771,71678436
P. O. BOX 91,,YAKIMA,,,,,1,3,,,WA,,YAKIMA FRUIT & COLD STORAGE CO.,30,989070091,WA,112413,71686257
,,CHICAGO ILL,,,,,1,98,,,,,MARVEL METAL PRODUCTS COMPANY,40,,,113134,71688335
,3843 W. 43RD ST.,CHICAGO,,,,,1,3,,,IL,,MARVEL METAL PRODUCTS CO.,30,,IL,113135,71688335
R. D. 1,,WOLCOTT,,,,,1,98,,,,,"CRANE, PORTER L.",30,,NY,113215,71688507
,,SHELTON,,,,,1,3,,,NY,,"BETTER PACKAGES, INCORPORATED",30,,CT,113863,71690364
,,"HERZOGENAURACH, NEAR NURNBERG GERMANY",,,,,1,98,,,,,ADIDAS SPORTSCHUHFABRIKEN ADI DASSLER KG,40,,,116949,71698775
,,"HERZOGENAURACH, BAVARIA",,DE,DOING BUSINESS AS ADIDAS SPORTSCHUHFABRIK ADI DASSLER,,1,98,,,,,"DASSLER, ADOLF",30,,,116950,71698775
,18 RUE DU MARCHE,GENEVA,,CH,,,1,3,CH,,,,"MONTRES ROLEX S.A. (ROLEX UHREN AG.), (ROLEX WATCH CO. LTD.)",30,,,119794,72004818
,120 Kenyon Drive,Lakewood,,,,,1,16,,,NJ,,GALAXY BRUSH LLC,44,08701,NJ,119819,72004856
"227 W. MONROE STREET, SUITE 3900",,CHICAGO,,,,,1,3,,,DE,,VPC FULLER BRUSH OPERATING CORP.,43,60606,IL,119820,72004856
225 Windsor Drive,,Itasca,,,,,1,16,,,,,"ENESCO, LLC",42,60143,IL,119821,72004856
225 WINDSOR DRIVE,,ITASCA,,,,,1,3,,,IL,,"ENESCO GROUP, INC.",41,60143,IL,119822,72004856
333 WESTERN AVENUE,,"WESTFIELD, HAMPDEN COUNTY",,,,,1,3,,,MA,,STANHOME INC.,40,01085,MA,119823,72004856
,42 ARNOLD ST.,WESTFIELD,,,,,1,3,,,MA,,"STANLEY HOME PRODUCTS, INC.",30,,MA,119824,72004856
"227 W. MONROE STREET, SUITE 3900",,CHICAGO,,,,,1,3,,,DE,,VPC FULLER BRUSH OPERATING CORP.,44,60606,IL,121312,72008513
225 Windsor Drive,,Itasca,,,,,1,16,,,,,"ENESCO, LLC",43,60143,IL,121313,72008513
225 WINDSOR DRIVE,,ITASCA,,,,,1,3,,,IL,,"ENESCO GROUP, INC.",42,60143,IL,121314,72008513
333 WESTERN AVENUE,,WESTFIELD,,,,,1,3,,,MA,,"ENESCO GROUP, INC.",41,01085,MA,121315,72008513
,42 ARNOLD ST.,WESTFIELD,,,,,1,3,,,MA,,"STANLEY HOME PRODUCTS, INC.",30,,MA,121316,72008513
2401 ELLIOTT AVENUE,4TH FLOOR,SEATTLE,,,,,1,16,,,,,"PACIFIC MARKET INTERNATIONAL, LLC",42,98121,WA,122524,72011088
,703 MURFREESBORO ROAD,NASHVILLE,,,,,1,3,,,DE,,"ALADDIN INDUSTRIES, INCORPORATED",41,37210,TN,122525,72011088
,47 CENTER ST.,NEW BRITAIN,,,,,1,3,,,CT,,"LANDERS, FRARY & CLARK",30,06111,CT,122526,72011088
,5247 W. HARRISON ST.,CHICAGO,,,DBA MARVEL NAILS,FIRM,1,99,,,,,NU-NAILS,30,,IL,123301,72012833
,6766 S. CHICAGO AVE.,CHICAGO,,,,,1,3,,,IL,,A.J. CANFIELD CO.,30,,IL,124996,72016664
MERCEDESSTRAßE 120,,STUTTGART,,DE,,,1,3,DE,,,,MERCEDES-BENZ GROUP AG,32,70372,,128244,72023779
,Mercedesstrasse 137,Stuttgart,,DE,,,1,3,DE,,,,DAIMLER AG,31,70327,,128245,72023779
,,70546 STUTTGART,,DE,,,1,3,DE,,,,DAIMLER-BENZ AKTIENGESELLSCHAFT,30,,,128246,72023779
MERCEDESSTRAßE 120,,STUTTGART,,DE,,,1,3,DE,,,,MERCEDES-BENZ GROUP AG,43,70372,,128343,72023985
,Mercedesstrasse 137,Stuttgart,,DE,,,1,3,DE,,,,DAIMLER AG,42,70327,,128344,72023985
70546 STUTTGART,,70546 STUTTGART,,DE,,,1,3,DE,,,,DAIMLER-BENZ AKTIENGESELLSCHAFT,41,,,128345,72023985
,136 MERCEDES-STRASSE,STUTTGART,,DE,,,1,3,,,DE,,DAIMLER-BENZ AKTIENGESELLSCHAFT,30,,,128346,72023985
1225 Franklin Avenue,,Garden City,,,,,1,3,,,NY,,"GEHRING TEXTILES, INC.",30,11530,NY,128706,72024686
"2250 West Pinehurst Boulevard, Suite 150",,Addison,,,,,1,3,,,IL,,"MARVEL OIL COMPANY, INC.",40,60101,IL,129523,72026615
,242 W. 69TH ST.,NEW YORK,,,,,1,3,,,IL,,"EMEROL MANUFACTURING CO., INC.",30,10077,NY,129524,72026615
,,BURBANK CA,,,,,1,98,,,,,BUENA VISTA DISTRIBUTION CO. INC.,40,,,130338,72028337
,2400 W. ALAMEDA AVE.,BURBANK,,,,,1,3,,,CA,,WALT DISNEY MUSIC COMPANY,30,,CA,130339,72028337
,,Verona,,,,,1,98,,,,,"Robroy Industries, Inc.",40,,PA,131329,72030696
,500 MAPLE STREET,BELDING,,,,,1,99,,,,,"Stahlin Brothers Fibre Works, Inc.",30,,MI,131330,72030696
202 NORTH FIRST AVENUE,,YAKIMA,,,,,1,3,,,WA,,PRENTICE PACKING & STORAGE CO.,40,98902,WA,131748,72031589
,N. 1ST AVE. AND B ST.,YAKIMA,,,,,1,3,,,WA,,PRENTICE PACKING & COLD STORAGE CO.,30,,WA,131749,72031589
47-00 NORTHERN BOULEVARD,,LONG ISLAND CITY,,,,,1,3,,,NY,,"KRINOS FOODS, INC.",31,11101,NY,132707,72033842
47-00 NORTHERN BLVD.,,LONG ISLAND CITY,,,,,1,3,,,NY,,"STANDARD IMPORTING CO., INC.",30,11101,NY,132708,72033842
800 PEACH GLEN-IDAVILLE ROAD,,PEACH GLEN,,,,,1,3,,,PA,,"KNOUSE FOODS COOPERATIVE, INC.",45,17375,PA,132867,72034259
P. O. BOX 401,,SEBASTOPOL,,,,,1,3,,,CA,,SEBASTOPOL APPLE GROWERS' UNION,30,,CA,132868,72034259
SODERBYVAGEN 2,,ADLANDASTAD,,SE,,,1,3,SE,,,,REHOBOT HYDRAULICS AB,47,195 60,,132934,72034404
,,ESKILSTUNA,,SE,,,1,3,SE,,,,NIKE HYDRAULICS AKTIEBOLAG,46,,,132935,72034404
,KUNGSGATAN 65,ESKILSTUNA,,SE,,,1,3,SE,,,,DOMKRAFTAKTIEBOLAGET NIKE,30,,,132936,72034404
,,BURBANK CA,,,,,1,98,,,,,WALT DISNEY PRODUCTIONS,40,,,133858,72036572
,2400 ALAMEDA AVE.,BURBANK,,,,,1,3,,,CA,,WALT DISNEY PRODUCTIONS,30,,CA,133859,72036572
ANKERSTR 53,P.O. BOX 8026,ZURICH,,CH,,,1,3,CH,,,,HERMES SUSSTOFF AG,40,,,135374,72039935
,ALFRED ESCHER-STRASSE 57,ZURICH,,CH,DBA HERMES LTD.,,1,3,BS,,,,AKTIENGESELLSCHAFT HERMES,30,,,135375,72039935
MERCEDESSTRAßE 120,,STUTTGART,,DE,,,1,3,DE,,,,MERCEDES-BENZ GROUP AG,44,70372,,137746,72045127
MERCEDESSTRASSE 137,,STUTTGART,,DE,,,1,3,DE,,,,DAIMLER AG,43,70327,,137747,72045127
,EPPLESTRASSE 225,STUTTGART,,DE,,,1,3,DE,,,,DAIMLERCHRYSLER AG,42,70657,,137748,72045127
,MERCEDES-STRASSE 136,STUTTGART-UNTERTUERKHEIM,,DE,,,1,3,DE,,,,DAIMLER-BENZ AKTIENGESELLSCHAFT,30,,,137749,72045127
MERCEDESSTRASSE 137,,STUTTGART,,DE,,,1,3,DE,,,,DAIMLER AG,43,70327,,137750,72045128
EPPLESTRASSE 225,,STUTTGART,,DE,,,1,3,DE,,,,DAIMLERCHRYSLER A,42,70567,,137751,72045128
,MERCEDES-STRASSE 136,STUTTGART-UNTERTUERKHEIM,,DE,,,1,3,DE,,,,DAIMLER-BENZ AKTIENGESELLSCHAFT,30,,,137752,72045128
MERCEDESSTRAßE 120,,STUTTGART,,DE,,,1,3,DE,,,,MERCEDES-BENZ GROUP AG,43,70372,,137753,72045129
MERCEDESSTRASSE 137,,STUTTGART,,DE,,,1,3,DE,,,,DAIMLER AG,42,70327,,137754,72045129
,,70546 STUTTGART,,DE,,,1,3,DE,,,,DAIMLER-BENZ AKTIENGESELLSCHAFT,41,,,137755,72045129
,MERCEDES-STRASSE 136,STUTTGART-UNTERTURKHEIM,,DE,,,1,3,DE,,,,DAIMLER-BENZ AKTIENGESELLSCHAFT,30,,,137756,72045129
MERCEDESSTRAßE 120,,STUTTGART,,DE,,,1,3,DE,,,,MERCEDES-BENZ GROUP AG,43,70372,,137757,72045130
MERCEDESSTRASSE 137,,STUTTGART,,DE,,,1,3,DE,,,,DAIMLER AG,42,70327,,137758,72045130
,,70546 STUTTGART,,DE,,,1,3,DE,,,,DAIMLER-BENZ AKTIENGESELLSCHAFT,41,,,137759,72045130
,"MERCEDES-STRASSE, 136",STUTTGART-UNTERTURKHEIM,,DE,,,1,3,DE,,,,DAIMLER-BENZ AKTIENGESELLSCHAFT,30,,,137760,72045130
MERCEDESSTRAßE 120,,STUTTGART,,DE,,,1,3,DE,,,,MERCEDES-BENZ GROUP AG,44,70372,,137761,72045131
MERCEDESSTRASSE 137,,STUTTGART,,DE,,,1,3,DE,,,,DAIMLER AG,43,70327,,137762,72045131
,EPPLESTRASSE 225,70567 STUTTGART,,DE,,,1,3,DE,,,,DAIMLERCHRYSLER AG,42,,,137763,72045131
,136 MERCEDES-STRASSE,STUTTGART-UNTERTUERKHEIM,,DE,,,1,3,DE,,,,DAIMLER-BENZ AKTIENGESELLSCHAFT,30,,,137764,72045131
MERCEDESSTRAßE 120,,STUTTGART,,DE,,,1,3,DE,,,,MERCEDES-BENZ GROUP AG,43,70372,,137765,72045132
MERCEDESSTRASSE 137,,STUTTGART,,DE,,,1,3,DE,,,,DAIMLER AG,42,70327,,137766,72045132
,,70546 STUTTGART,,DE,,,1,3,DE,,,,DAIMLER-BENZ AKTIENGESELLSCHAFT,41,,,137767,72045132
,MERCEDES-STRASSE 136,STUTTGART-UNTERTUERKHEIM,,DE,,,1,3,DE,,,,DAIMLER-BENZ AKTIENGESELLSCHAFT,30,,,137768,72045132
MERCEDESSTRAßE 120,,STUTTGART,,DE,,,1,3,DE,,,,MERCEDES-BENZ GROUP AG,32,70372,,137769,72045133
Mercedesstrasse 137,,STUTTGART,,DE,,,1,3,DE,,,,DAIMLER AG,31,70327,,137770,72045133
,,70546 STUTTGART,,DE,,,1,3,DE,,,,DAIMLER-BENZ AKTIENGESELLSCHAFT,30,,,137771,72045133
MERCEDESSTRAßE 120,,STUTTGART,,DE,,,1,3,DE,,,,MERCEDES-BENZ GROUP AG,43,70372,,137772,72045134
,,STUTTGART,,DE,,,1,3,DE,,,,DAIMLER AG,42,70327,,137773,72045134
,,70546 STUTTGART,,DE,,,1,3,DE,,,,DAIMLER-BENZ AKTIENGESELLSCHAFT,41,,,137774,72045134
,MERCEDES-STRASSE 136,STUTTGART-UNTERTUERKHEIM,,DE,,,1,3,DE,,,,DAIMLER-BENZ AKTIENGESELLSCHAFT,30,,,137775,72045134
MERCEDESSTRAßE 120,,STUTTGART,,DE,,,1,3,DE,,,,MERCEDES-BENZ GROUP AG,43,70372,,137776,72045135
,,STUTTGART,,DE,,,1,3,DE,,,,DAIMLER AG,42,70567,,137777,72045135
,,70548 STUTTGART,,DE,,,1,3,DE,,,,DAIMLER-BENZ AKTIENGESELLSCHAFT,41,,,137778,72045135
,136 MERCEDES-STRASSE,STUTTGART-UNTERTUERKHEIM,,DE,,,1,3,DE,,,,DAIMLER-BENZ AKTIENGESELLSCHAFT,30,,,137779,72045135
MERCEDESSTRAßE 120,,STUTTGART,,DE,,,1,3,DE,,,,MERCEDES-BENZ GROUP AG,44,70372,,137780,72045136
MERCEDESSTRASSE 137,,STUTTGART,,DE,,,1,3,DE,,,,DAIMLER AG,43,70327,,137781,72045136
,EPPLESTRASSE 225,70567 STUTTGART,,DE,,,1,3,DE,,,,DAIMLERCHRYSLER AG,42,,,137782,72045136
,"MERCEDES-STRASSE,136",STUTTGART-UNTERTUERKHEIM,,DE,,,1,3,DE,,,,DAIMLER-BENZ AKTIENGESELLSCHAFT,30,,,137783,72045136
MERCEDESSTRAßE 120,,STUTTGART,,DE,,,1,3,DE,,,,MERCEDES-BENZ GROUP AG,44,70372,,137784,72045137
,MERCEDESSTRASSE 120,STUTTGART,,DE,,,1,3,DE,,,,DAIMLER AG,43,D-70372,,137785,72045137
,EPPLESTRASSE 225,70567 STUTTGART,,DE,,,1,3,DE,,,,DAIMLERCHRYSLER AG,42,,,137786,72045137
,MERCEDES-STRASSE 136,STUTTGART-UNTERTURKHEIM,,DE,,,1,3,DE,,,,DAIMLER-BENZ AKTIENGESELLSCHAFT,30,,,137787,72045137
MERCEDESSTRAßE 120,,STUTTGART,,DE,,,1,3,DE,,,,MERCEDES-BENZ GROUP AG,44,70372,,137788,72045138
MERCEDESSTRASSE 137,,STUTTGART,,DE,,,1,3,DE,,,,DAIMLER AG,43,70327,,137789,72045138
EPPLESTRASSE 225,,70567 STUTTGART,,DE,,,1,3,DE,,,,DAIMLERCHRYSLER AG,42,,,137790,72045138
,MERCEDES-STRASSE 136,STUTTGART-UNTERTUERKHEIM,,DE,,,1,3,DE,,,,DAIMLER-BENZ AKTIENGESELLSCHAFT,30,,,137791,72045138
MERCEDESSTRAßE 120,,STUTTGART,,DE,,,1,3,DE,,,,MERCEDES-BENZ GROUP AG,43,70372,,137792,72045139
,,STUTTGART,,DE,,,1,3,DE,,,,DAIMLER AG,42,70327,,137793,72045139
,,70546 STUTTGART,,DE,,,1,3,DE,,,,DAIMLER-BENZ AKTIENGESELLSCHAFT,41,,,137794,72045139
,"MERCEDES-STRASSE, 136",STUTTGART-UNTERTUERKHEIM,,DE,,,1,3,,GB3,,,DAIMLER-BENZ AKTIENGESELLSCHAFT,30,,,137795,72045139
MERCEDESSTRAßE 120,,STUTTGART,,DE,,,1,3,DE,,,,MERCEDES-BENZ GROUP AG,43,70372,,137796,72045140
MERCEDESSTRASSE 137,,STUTTGART,,DE,,,1,3,DE,,,,DAIMLER AG,42,70327,,137797,72045140
,,70546 STUTTGART,,DE,,,1,3,DE,,,,DAIMLER-BENZ AKTIENGESELLSCHAFT,41,,,137798,72045140
,MERCEDES-STRASSE 136,STUTTGART-UNTERTUERKHEIM,,DE,,,1,3,DE,,,,DAIMLER-BENZ AKTIENGESELLSCHAFT,30,,,137799,72045140
MERCEDESSTRAßE 120,,STUTTGART,,DE,,,1,3,DE,,,,MERCEDES-BENZ GROUP AG,44,70372,,137800,72045141
MERCEDESSTRASSE 137,,STUTTGART,,DE,,,1,3,DE,,,,DAIMLER AG,43,70327,,137801,72045141
EPPESTRASSE 225,,70567 STUTTGART,,DE,,,1,3,DE,,,,DAIMLERCHRYSLER AG,42,,,137802,72045141
,136 MERCEDES-STRASSE,STUTTGART-UNTERTUERKHEIM,,DE,,,1,3,DE,,,,DAIMLER-BENZ AKTIENGESELLSCHAFT,30,,,137803,72045141
MERCEDESSTRAßE 120,,STUTTGART,,DE,,,1,3,DE,,,,MERCEDES-BENZ GROUP AG,44,70372,,137804,72045142
MERCEDESSTRASSE 120,,STUTTGART,,DE,,,1,3,DE,,,,DAIMLER AG,43,70327,,137805,72045142
EPPLESTRASSE 225,,STUTTGART,,DE,,,1,3,DE,,,,DAIMLERCHRYSLER AG,42,70567,,137806,72045142
,MERCEDES-STRASSE 136,STUTTGART-UNTERTUERKHEIM,,DE,,,1,3,DE,,,,DAIMLER-BENZ AKTIENGESELLSCHAFT,30,,,137807,72045142
,,NEW YORK N.Y.,,,,,1,98,,,,,"MARVELLA, INC.",40,,,138622,72046846
,383 5TH AVE.,NEW YORK,,,,,1,3,,,NY,,"MARVELLA PEARLS, INC.",30,,NY,138623,72046846
,,NEUCHATEL-SERRIERES SWITZERLAND,,,,,1,98,,,,,FABRIGUES DE TABAC REUNIES S.A.,40,,,140535,72050958
,WERKHOFSTRASSE 5,SOLOTHURN,,CH,,,1,3,CH,,,,"A. BATSCHARI, MANUFACTURE DE CIGARETTES, SOCIETE ANONYME",30,,,140536,72050958
,,NEW YORK NY,,,,,1,98,,,,,"MARVELLA, INC.",40,,,140789,72051645
,383 5TH AVE.,NEW YORK,,,,,1,3,,,NY,,"MARVELLA PEARLS, INC.",30,,NY,140790,72051645
,,ZURICH,,CH,,,1,3,CH,,,,HERMES SUSSSTOFF A.G.,40,,,141741,72053756
,ALFRED ESCHER-STRASSE 57,ZURICH,,CH,"DBA ""HERMES,"" LTD.",,1,3,CH,,,,AKTIENGESELLSCHAFT HERMES,30,,,141742,72053756
,,ZURICH,,CH,,,1,3,CH,,,,HERMES SUSSTOFF AG,40,,,141743,72053757
,ALFRED ESCHER-STRASSE 57,ZURICH,,CH,"DBA ""HERMES,"" LTD.",,1,3,CH,,,,AKTIENGESELLSCHAFT HERMES,30,,,141744,72053757
TWR 15-1,333 CONTINENTAL BOULEVARD,EL SEGUNDO,,,,,1,3,,,DE,,MATTEL INC.,40,90245,CA,142293,72055200
,5432 W. 102ND ST.,LOS ANGELES,,,,,1,3,,,CA,,"MATTEL, INCORPORATED",30,90045,CA,142294,72055200
,,NEW YORK N.Y.,,,,,1,98,,,,,"MARVELLA, INC.",40,,,142454,72055493
,383 5TH AVE.,NEW YORK,,,,,1,3,,,NY,,"MARVELLA PEARLS, INC.",30,,NY,142455,72055493
,,BARCELONA SPAIN,,,,,1,98,,,,,RENE BARBIER SOCIEDAD ANONIMA,40,,,146177,72063759
,"J.A. CLAVE, NO. 1",TARRAGONA,,ES,,FIRM,1,99,,,,,"RENE BARBIER & CIA, SOCIEDAD VINICOLA LIMITADA",30,,,146178,72063759
110 W. BERRY STREET,SUITE 1500,FORT WAYNE,,,,,1,3,,,IN,,"CENTRAL SOYA COMPANY, INC.",30,46802,IN,146567,72064617
,,NEW YORK NY,,,,,1,98,,,,,"MARVELLA, INC.",40,,,148667,72069269
,383 5TH AVE.,NEW YORK,,,,,1,3,,,NY,,"MARVELLA PEARLS, INC.",30,,NY,148668,72069269
,1000 STANLEY DRIVE,NEW BRITAIN,,,,,1,16,,,DE,,"STANLEY LOGISTICS, L.L.C.",41,06053,CT,149520,72071236
1000 STANLEY DRIVE,,NEW BRITAIN,,,,,1,3,,,DE,,"STANLEY LOGISTICS, INC.",40,06053,CT,149521,72071236
,195 LAKE ST.,New Britain,,,,,1,3,,,CT,,"Stanley Works, The",30,,CT,149522,72071236
,,Elkhart,,,,,1,3,,,IN,,CTS Corporation,40,,IN,149699,72071630
,507 W. ELM ST.,McHenry,,,,,1,3,,,IL,,Trolex Corporation,30,,IL,149700,72071630
,,NEW BRITAIN,,,,,1,16,,,DE,,"STANLEY LOGISTICS, L.L.C.",41,06053,CT,149954,72072157
1000 STANLEY DRIVE,,NEW BRITAIN,,,,,1,3,,,DE,,"STANLEY LOGISTICS, INC.",40,06053,CT,149955,72072157
1000 STANLEY DRIVE,,NEW BRITAIN,,,,,1,3,,,CT,,"STANLEY WORKS, THE",30,20036,CT,149956,72072157
,195 LAKE ST.,NEW BRITAIN,,,,,1,3,,,CT,,"STANLEY WORKS, THE",30,,CT,150719,72073995
,2626 JACKSON AVE.,LONG ISLAND CITY,,,,,1,3,,,NY,,CRAFTSWELD EQUIPMENT CORPORATION,30,,NY,150865,72074296
,195 LAKE ST.,NEW BRITAIN,,,,,1,3,,,CT,,"STANLEY WORKS, THE",30,,CT,151385,72075368
,,PORT CHESTER,,,,,1,98,,,,,"MARVEL OIL COMPANY, INC.",40,,NY,152617,72077819
P.O. BOX 871,333 N. MAIN ST.,PORT CHESTER,,,,,1,3,,,IL,,EMEROL MANUFACTURING CO. INC.,30,,NY,152618,72077819
Chanel Legal Department,9 West 57th Street,New York,,,,,1,3,,,NY,,"CHANEL, INC.",40,10019,NY,155673,72084287
,1W. 57TH ST.,New York,,,,,1,3,,,NY,,Chanel Industries Inc.,30,10019,NY,155674,72084287
,136 W. 52ND ST.,NEW YORK,,,,,1,3,,,NY,,"MARVELLA, INC.",30,,NY,160959,72095295
,,New Orleans,,,,,1,98,,,,,"Wembley Industries, Inc.",40,,LA,163415,72100200
,,New Orleans,,,,,1,3,,,LA,,"Wembley, Inc.",30,,LA,163416,72100200
,,Wapakoneta,,,,,1,3,,,OH,,Fisher Cheese Company,30,,OH,166415,72105427
,1000 STANLEY DRIVE,NEW BRITAIN,,,,,1,3,,,DE,,STANLEY LOGISTICS LLC,41,06053,CT,166686,72105933
1000 STANLEY DR.,,NEW BRITAIN,,,,,1,3,,,DE,,"STANLEY LOGISTICS, INC.",40,06053,CT,166687,72105933
,,New Britain,,,,,1,3,,,CT,,"Stanley Works, The",30,,CT,166688,72105933
TWR 15-1,333 CONTINENTAL BOULEVARD,EL SEGUNDO,,,,,1,3,,,DE,,"MATTEL, INC.",40,90245,CA,167102,72106619
,5150 ROSECRANS AVE.,Hawthorne,,,,,1,3,,,CA,,"Mattel, Inc.",30,,CA,167103,72106619
,333 Continental Boulevard,El Segundo,,,,,1,3,,,DE,,"Mattel, Inc.",40,902455012,CA,167104,72106620
,5150 ROSECRANS AVE.,HAWTHORNE,,,,,1,3,,,CA,,"MATTEL, INC.",30,,CA,167105,72106620
,385 5TH AVE.,NEW YORK,,,,,1,3,,,NY,,MARVELLA INC.,30,,NY,167522,72107359
LEVEL 3/678 VICTORIA GARDENS,VICTORIA GARDENS,RICHMOND,,AU,,AN AUSTRALIAN COMPANY LIMITED BY SHARES,1,99,AU,,,,ANSELL LIMITED,47,3121,,169571,72111085
1330 WALNUT STREET,,COSHOCTON,,,,,1,3,,,DE,,ANSELL PROTECTIVE PRODUCTS INC.,46,43812,OH,169572,72111085
,,Paramus,,,,,1,3,,,NJ,,"Becton, Dickinson and Company",40,,NJ,169573,72111085
,1300 WALNUT ST.,COSHOCTON,,,,,1,3,,,OH,,EDMONT INC.,30,,OH,169574,72111085
,,NEW BRITAIN,,,,,1,3,,,CT,,"STANLEY WORKS, THE",30,,CT,169699,72111297
,8035 FRUIT RIDGE AVENUE NW,SPARTA,,,,,1,3,,,MI,,"JACK BROWN PRODUCE, INC.",30,49345,MI,170380,72112437
,,GREENSBORO N.C.,,,,,1,98,,,,,"BURLINGTON INDUSTRIES, INC.",40,,,171283,72113902
,1430 BROADWAY,NEW YORK,,,,,1,3,,,DE,,"BURLINGTON INDUSTRIES, INC.",30,,NY,171284,72113902
,136 MERCEDES-STRASSE,STUTTGART-UNTERTURKHEIM,,DE,,,1,3,DE,,,,DAIMLER-BENZ AKTIENGESELLSCHAFT,30,,,171646,72114448
,,TURNER,,,,,1,3,,,ME,,"PRINCE FARM, INC.",30,,ME,171720,72114531
,100 STANLEY DRIVE,NEW BRITAIN,,,,,1,3,,,DE,,"STANLEY LOGISTICS, INC.",40,06053,CT,173598,72117311
,,NEW BRITAIN,,,,,1,3,,,CT,,"STANLEY WORKS, THE",30,,CT,173599,72117311
,1807 W. 65TH ST.,LOS ANGELES 47,,,DOING BUSINESS AS CALIFORNIA CUSTOM ACCESSORIES MFG. CO.,,1,3,,,CA,,"KRAUS ACCESSORIES COMPANY, THE",30,,CA,175619,72120058
,7575 E. FULTON ROAD,ADA,,,DOING BUSINESS AS APPLE VALLEY PRODUCTS CO.,MICHIGAN CORPORATION,1,99,,,,,AMWAY SALES CORPORATION,30,,MI,178953,72124619
"227 W. MONROE STREET, SUITE 3900",,CHICAGO,,,,,1,3,,,DE,,VPC FULLER BRUSH OPERATING CORP.,41,60606,IL,179656,72125552
,,Westfield,,,,,1,3,,,MA,,Stanhome Inc.,40,,MA,179657,72125552
,42 ARNOLD ST.,Westfield,,,,,1,3,,,MA,,"Stanley Home Products, Inc.",30,,MA,179658,72125552
,641 AVENUE OF THE AMERICAS,NEW YORK,,,,,1,3,,,NY,,"MARVELLA, INC.",30,,NY,180263,72126366
,,Yverdon,,CH,,,1,3,CH,,,,Hermes Precisa International S.A.,40,,,180940,72127352
,100 6TH AVE.,New York,,,,,1,3,,,NY,,Paillard Incorporated,30,,NY,180941,72127352
,641 AVENUE OF THE AMERICAS,New York,,,,,1,3,,,NY,,"Marvella, Inc.",30,,NY,181508,72128184
,5150 ROSECRANS AVE.,HAWTHORNE,,,,,1,3,,,CA,,"MATTEL, INC.",30,,CA,183766,72131293
